,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2920,0.4291,0.5403,0.5444,0.7379,0.7024,0.2367,0.3823,0.4865,0.6201,0.7891,0.7558
DecisionTreeRegressor,0.6100,0.5932,0.7810,0.0482,0.5168,0.4753,0.3316,0.4409,0.5758,0.4679,0.6912,0.6206
RandomForestRegressor,0.3124,0.4514,0.5589,0.5125,0.7162,0.6687,0.2715,0.4081,0.5210,0.5643,0.7541,0.7154
GradientBoostingRegressor,0.3063,0.4407,0.5534,0.5221,0.7226,0.6790,0.2449,0.3943,0.4949,0.6069,0.7813,0.7293
AdaBoostRegressor,0.3606,0.5043,0.6005,0.4373,0.6673,0.6070,0.3232,0.4760,0.5685,0.4813,0.7064,0.6510
XGBRegressor,0.3366,0.4555,0.5801,0.4748,0.6936,0.6446,0.2492,0.3849,0.4992,0.6000,0.7753,0.7360
ExtraTreesRegressor,0.2897,0.4348,0.5383,0.5479,0.7422,0.6990,0.2480,0.3996,0.4980,0.6021,0.7822,0.7349
LinearRegression,0.5818,0.5863,0.7628,0.0922,0.5915,0.5976,0.4276,0.5182,0.6539,0.3137,0.6624,0.6334
KNeighborsRegressor,0.4133,0.5054,0.6429,0.3550,0.6193,0.5530,0.3038,0.4314,0.5512,0.5124,0.7222,0.6419
SVR,0.3202,0.4530,0.5659,0.5004,0.7109,0.6620,0.2576,0.4012,0.5075,0.5867,0.7675,0.7102
MLPRegressor,0.9826,0.7980,0.9913,-0.5332,0.4442,0.3869,0.7466,0.6760,0.8640,-0.1981,0.5517,0.5112
