,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.4648,0.5433,0.6817,0.1167,0.3641,0.4366,0.4309,0.5101,0.6564,0.3975,0.6821,0.6612
DecisionTreeRegressor,1.1426,0.8283,1.0689,-1.1716,-0.1123,-0.0654,0.4322,0.4642,0.6574,0.3956,0.6346,0.7135
RandomForestRegressor,0.5187,0.5662,0.7202,0.0143,0.2838,0.2947,0.4016,0.4696,0.6337,0.4385,0.6912,0.6722
GradientBoostingRegressor,0.6393,0.6512,0.7996,-0.2150,0.1522,0.2101,0.3625,0.4001,0.6021,0.4931,0.7193,0.7576
AdaBoostRegressor,0.5436,0.5730,0.7373,-0.0332,0.2623,0.3058,0.4059,0.4297,0.6371,0.4324,0.7048,0.6887
XGBRegressor,0.7301,0.7126,0.8545,-0.3876,0.1352,0.1749,0.3722,0.3957,0.6101,0.4795,0.7035,0.6556
ExtraTreesRegressor,0.5078,0.5777,0.7126,0.0350,0.3308,0.3196,0.3939,0.4793,0.6276,0.4491,0.6936,0.6942
LinearRegression,1.2259,0.9155,1.1072,-1.3299,0.1733,0.2157,0.6012,0.5806,0.7753,0.1594,0.6551,0.6942
KNeighborsRegressor,0.6574,0.6349,0.8108,-0.2495,0.2652,0.3595,0.3893,0.5138,0.6239,0.4557,0.6908,0.6391
SVR,0.4862,0.5659,0.6973,0.0759,0.3072,0.2772,0.4105,0.4824,0.6407,0.4260,0.7339,0.6722
MLPRegressor,2.1704,1.2002,1.4732,-3.1250,-0.1315,-0.1570,2.5687,1.1827,1.6027,-2.5920,0.1866,0.1048
