,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.4099,0.5167,0.6402,0.2211,0.4759,0.4402,0.4216,0.5234,0.6493,0.4105,0.7188,0.5785
DecisionTreeRegressor,0.7516,0.6139,0.8670,-0.4285,0.3820,0.4325,0.4950,0.5707,0.7036,0.3078,0.5581,0.4601
RandomForestRegressor,0.3331,0.4818,0.5771,0.3670,0.6126,0.6090,0.4199,0.5528,0.6480,0.4128,0.6783,0.4435
GradientBoostingRegressor,0.4222,0.5163,0.6498,0.1976,0.5386,0.5070,0.4069,0.5234,0.6379,0.4310,0.6722,0.5234
AdaBoostRegressor,0.3592,0.4502,0.5993,0.3173,0.5873,0.5371,0.4466,0.5278,0.6683,0.3754,0.6241,0.4325
XGBRegressor,0.3791,0.4879,0.6157,0.2794,0.5641,0.5040,0.4614,0.5474,0.6793,0.3548,0.5982,0.4931
ExtraTreesRegressor,0.3073,0.4332,0.5544,0.4159,0.6580,0.5992,0.4134,0.5145,0.6430,0.4219,0.6652,0.5262
LinearRegression,0.6417,0.6156,0.8011,-0.2196,0.5506,0.5075,0.6044,0.5843,0.7774,0.1549,0.6205,0.7548
KNeighborsRegressor,0.3735,0.4726,0.6112,0.2901,0.5652,0.5392,0.4921,0.5664,0.7015,0.3119,0.5695,0.3931
SVR,0.4113,0.5090,0.6413,0.2183,0.4738,0.5003,0.4351,0.4950,0.6596,0.3916,0.6575,0.5592
MLPRegressor,0.8915,0.7355,0.9442,-0.6944,0.4412,0.3884,0.7857,0.6554,0.8864,-0.0987,0.4579,0.5014
