,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3422,0.4686,0.5850,0.3496,0.5959,0.6258,0.4587,0.5400,0.6773,0.3585,0.6427,0.4793
DecisionTreeRegressor,0.6052,0.5789,0.7780,-0.1503,0.3948,0.4517,0.3163,0.4458,0.5624,0.5577,0.7943,0.7080
RandomForestRegressor,0.3880,0.5027,0.6229,0.2626,0.5137,0.5509,0.4038,0.5191,0.6354,0.4354,0.7268,0.6088
GradientBoostingRegressor,0.4444,0.5180,0.6666,0.1554,0.4522,0.4662,0.3710,0.4732,0.6091,0.4812,0.7482,0.5592
AdaBoostRegressor,0.3834,0.4853,0.6192,0.2713,0.5290,0.5678,0.3822,0.4855,0.6182,0.4656,0.7369,0.6171
XGBRegressor,0.4607,0.5296,0.6788,0.1243,0.4328,0.4439,0.3848,0.5023,0.6203,0.4619,0.7307,0.6722
ExtraTreesRegressor,0.4062,0.5143,0.6373,0.2280,0.4832,0.5152,0.3986,0.4937,0.6314,0.4426,0.6949,0.5510
LinearRegression,0.6707,0.6661,0.8189,-0.2746,0.3755,0.3868,0.2994,0.4179,0.5472,0.5814,0.8073,0.8678
KNeighborsRegressor,0.3101,0.4367,0.5568,0.4107,0.6443,0.6869,0.3979,0.5144,0.6308,0.4436,0.6926,0.5614
SVR,0.3920,0.5194,0.6261,0.2550,0.5058,0.5135,0.3542,0.4645,0.5951,0.5048,0.8024,0.7631
MLPRegressor,1.1998,0.8795,1.0954,-1.2803,0.3695,0.2804,0.8541,0.7625,0.9242,-0.1943,0.4719,0.5758
