,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3570,0.4722,0.5975,0.3214,0.5699,0.6013,0.4920,0.5737,0.7014,0.3121,0.5802,0.4601
DecisionTreeRegressor,0.5592,0.5692,0.7478,-0.0627,0.4753,0.5682,0.3542,0.4358,0.5951,0.5047,0.7473,0.7548
RandomForestRegressor,0.3099,0.4392,0.5567,0.4110,0.6425,0.6779,0.4406,0.5385,0.6638,0.3839,0.6380,0.5923
GradientBoostingRegressor,0.3425,0.4612,0.5852,0.3491,0.6059,0.6599,0.3801,0.4963,0.6165,0.4686,0.7230,0.5703
AdaBoostRegressor,0.3120,0.4380,0.5586,0.4070,0.6476,0.6506,0.4365,0.5103,0.6607,0.3896,0.6364,0.5069
XGBRegressor,0.3757,0.4853,0.6129,0.2860,0.5569,0.5676,0.4317,0.5443,0.6571,0.3963,0.6564,0.5730
ExtraTreesRegressor,0.3242,0.4624,0.5694,0.3839,0.6208,0.6444,0.4148,0.5035,0.6440,0.4200,0.6627,0.5372
LinearRegression,0.7147,0.6855,0.8454,-0.3582,0.4197,0.4534,0.6007,0.6334,0.7751,0.1599,0.4651,0.4050
KNeighborsRegressor,0.3508,0.4635,0.5923,0.3332,0.6325,0.6956,0.5816,0.5613,0.7626,0.1867,0.4998,0.5565
SVR,0.3567,0.5137,0.5972,0.3221,0.5710,0.5641,0.4587,0.5106,0.6773,0.3586,0.6096,0.5069
MLPRegressor,1.5134,1.0360,1.2302,-1.8762,0.4175,0.2818,1.3846,0.9875,1.1767,-0.9362,0.6344,0.3767
