,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3345,0.4872,0.5784,0.3642,0.6041,0.6342,0.4220,0.5255,0.6496,0.4099,0.6659,0.5592
DecisionTreeRegressor,0.7404,0.6312,0.8605,-0.4072,0.3124,0.3645,0.4509,0.4688,0.6715,0.3695,0.6459,0.6887
RandomForestRegressor,0.3346,0.4627,0.5785,0.3640,0.6040,0.6415,0.4045,0.4980,0.6360,0.4344,0.7080,0.6006
GradientBoostingRegressor,0.3748,0.4767,0.6122,0.2877,0.5512,0.5757,0.3784,0.4543,0.6152,0.4708,0.7223,0.6722
AdaBoostRegressor,0.2902,0.4258,0.5387,0.4486,0.6740,0.7006,0.3900,0.4644,0.6245,0.4546,0.7259,0.6391
XGBRegressor,0.3966,0.5048,0.6297,0.2463,0.5175,0.5444,0.3923,0.4856,0.6264,0.4514,0.7261,0.7025
ExtraTreesRegressor,0.3712,0.4979,0.6092,0.2946,0.5493,0.5868,0.4162,0.5022,0.6451,0.4180,0.6661,0.4849
LinearRegression,7.2640,2.1341,2.6952,-12.8055,-0.1577,-0.1162,1.6927,1.0787,1.3011,-1.3670,0.1142,0.1405
KNeighborsRegressor,0.3508,0.4661,0.5923,0.3333,0.6301,0.6974,0.4101,0.4983,0.6404,0.4265,0.6563,0.6428
SVR,0.3173,0.4737,0.5633,0.3969,0.6320,0.6321,0.3274,0.4278,0.5722,0.5422,0.8286,0.7989
MLPRegressor,1.2698,0.9160,1.1269,-1.4134,0.4631,0.3737,2.0232,1.0411,1.4224,-1.8291,0.2152,0.2428
