,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3465,0.4951,0.5887,0.3414,0.5875,0.5917,0.4044,0.5132,0.6359,0.4346,0.6964,0.5317
DecisionTreeRegressor,0.6727,0.5436,0.8202,-0.2785,0.3297,0.4465,0.3759,0.4638,0.6131,0.4744,0.7015,0.7521
RandomForestRegressor,0.3367,0.4616,0.5803,0.3601,0.6013,0.6287,0.3958,0.4954,0.6291,0.4466,0.7161,0.6226
GradientBoostingRegressor,0.4201,0.5032,0.6481,0.2016,0.4881,0.4946,0.3367,0.4396,0.5802,0.5292,0.7741,0.7603
AdaBoostRegressor,0.3512,0.4639,0.5926,0.3326,0.5835,0.5991,0.4072,0.4782,0.6382,0.4305,0.6851,0.6226
XGBRegressor,0.4439,0.5071,0.6663,0.1564,0.4492,0.4817,0.3920,0.4913,0.6261,0.4519,0.7174,0.7163
ExtraTreesRegressor,0.3632,0.4787,0.6026,0.3098,0.5599,0.6020,0.3988,0.4781,0.6315,0.4424,0.6845,0.6171
LinearRegression,1.7184,1.0266,1.3109,-2.2659,0.2550,0.3477,0.5292,0.5568,0.7275,0.2599,0.6426,0.6667
KNeighborsRegressor,0.3198,0.4392,0.5655,0.3922,0.6383,0.6853,0.3360,0.4241,0.5797,0.5301,0.7776,0.7548
SVR,0.3395,0.4806,0.5826,0.3548,0.5989,0.5962,0.3103,0.4183,0.5570,0.5661,0.8439,0.8209
MLPRegressor,1.5720,1.0252,1.2538,-1.9877,0.2450,0.2367,1.1430,0.8934,1.0691,-0.5983,0.6094,0.3807
