,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1316,0.2627,0.3628,0.7886,0.8881,0.8689,0.2065,0.3257,0.4544,0.6752,0.8220,0.8030
DecisionTreeRegressor,0.2685,0.3755,0.5182,0.5688,0.7884,0.7585,0.2403,0.3471,0.4902,0.6220,0.7936,0.7700
RandomForestRegressor,0.1330,0.2657,0.3647,0.7864,0.8869,0.8665,0.2065,0.3234,0.4544,0.6752,0.8218,0.8033
GradientBoostingRegressor,0.1330,0.2654,0.3647,0.7864,0.8868,0.8658,0.2100,0.3287,0.4583,0.6696,0.8187,0.7959
AdaBoostRegressor,0.1656,0.3175,0.4070,0.7340,0.8666,0.8422,0.2345,0.3705,0.4843,0.6311,0.8019,0.7790
XGBRegressor,0.1509,0.2844,0.3884,0.7577,0.8716,0.8506,0.2066,0.3227,0.4546,0.6750,0.8222,0.8050
ExtraTreesRegressor,0.1336,0.2659,0.3655,0.7854,0.8863,0.8665,0.2047,0.3209,0.4524,0.6780,0.8236,0.8068
LinearRegression,0.1351,0.2727,0.3676,0.7830,0.8852,0.8627,0.2127,0.3348,0.4612,0.6654,0.8164,0.7932
KNeighborsRegressor,0.1714,0.3010,0.4140,0.7247,0.8539,0.8278,0.2173,0.3349,0.4661,0.6582,0.8138,0.7974
SVR,0.1361,0.2665,0.3689,0.7814,0.8841,0.8666,0.2090,0.3245,0.4572,0.6712,0.8197,0.8026
MLPRegressor,0.2382,0.3630,0.4881,0.6174,0.8216,0.7927,0.2737,0.3751,0.5231,0.5695,0.7766,0.7493
