,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1345,0.2689,0.3667,0.7840,0.8854,0.8633,0.2141,0.3324,0.4627,0.6633,0.8149,0.7946
DecisionTreeRegressor,0.2637,0.3769,0.5135,0.5764,0.7878,0.7594,0.2351,0.3480,0.4849,0.6302,0.7979,0.7788
RandomForestRegressor,0.1363,0.2707,0.3692,0.7811,0.8839,0.8625,0.2118,0.3281,0.4602,0.6669,0.8169,0.7966
GradientBoostingRegressor,0.1350,0.2704,0.3674,0.7832,0.8850,0.8625,0.2161,0.3354,0.4648,0.6602,0.8131,0.7898
AdaBoostRegressor,0.1766,0.3256,0.4202,0.7164,0.8534,0.8293,0.2433,0.3731,0.4932,0.6174,0.7906,0.7716
XGBRegressor,0.1551,0.2886,0.3939,0.7508,0.8680,0.8439,0.2162,0.3322,0.4650,0.6599,0.8132,0.7907
ExtraTreesRegressor,0.1379,0.2711,0.3714,0.7784,0.8825,0.8622,0.2135,0.3292,0.4620,0.6642,0.8155,0.7982
LinearRegression,0.1350,0.2736,0.3674,0.7832,0.8850,0.8612,0.2213,0.3406,0.4705,0.6519,0.8078,0.7847
KNeighborsRegressor,0.1645,0.2978,0.4056,0.7358,0.8603,0.8347,0.2256,0.3408,0.4750,0.6451,0.8063,0.7870
SVR,0.1337,0.2656,0.3656,0.7853,0.8865,0.8646,0.2165,0.3316,0.4653,0.6595,0.8135,0.7937
MLPRegressor,0.1384,0.2760,0.3720,0.7777,0.8821,0.8579,0.2160,0.3343,0.4648,0.6602,0.8135,0.7912
