,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1314,0.2649,0.3624,0.7890,0.8883,0.8666,0.2102,0.3285,0.4584,0.6695,0.8185,0.7981
DecisionTreeRegressor,0.2757,0.3823,0.5251,0.5571,0.7823,0.7563,0.2417,0.3499,0.4916,0.6198,0.7915,0.7710
RandomForestRegressor,0.1319,0.2659,0.3631,0.7882,0.8879,0.8658,0.2090,0.3256,0.4572,0.6713,0.8196,0.8013
GradientBoostingRegressor,0.1323,0.2665,0.3638,0.7875,0.8874,0.8640,0.2135,0.3321,0.4621,0.6642,0.8155,0.7939
AdaBoostRegressor,0.1691,0.3178,0.4112,0.7284,0.8599,0.8355,0.2395,0.3688,0.4894,0.6233,0.7938,0.7725
XGBRegressor,0.1524,0.2845,0.3904,0.7552,0.8702,0.8471,0.2070,0.3251,0.4550,0.6743,0.8218,0.8022
ExtraTreesRegressor,0.1343,0.2671,0.3664,0.7844,0.8857,0.8647,0.2089,0.3248,0.4570,0.6714,0.8197,0.8023
LinearRegression,0.1312,0.2693,0.3623,0.7892,0.8884,0.8637,0.2160,0.3349,0.4647,0.6603,0.8129,0.7889
KNeighborsRegressor,0.1673,0.3001,0.4090,0.7314,0.8578,0.8297,0.2227,0.3373,0.4719,0.6497,0.8087,0.7887
SVR,0.1321,0.2634,0.3635,0.7878,0.8879,0.8659,0.2134,0.3267,0.4619,0.6644,0.8162,0.7981
MLPRegressor,0.1603,0.3006,0.4004,0.7425,0.8641,0.8379,0.2242,0.3428,0.4735,0.6473,0.8072,0.7747
