,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1457,0.3099,0.3817,0.6277,0.7931,0.7875,0.2383,0.3421,0.4881,0.4842,0.6994,0.6515
DecisionTreeRegressor,0.2104,0.3538,0.4587,0.4624,0.7424,0.7272,0.1968,0.3237,0.4436,0.5740,0.7589,0.7172
RandomForestRegressor,0.1405,0.3030,0.3748,0.6411,0.8008,0.7899,0.2387,0.3488,0.4885,0.4833,0.6972,0.6106
GradientBoostingRegressor,0.1661,0.3215,0.4075,0.5757,0.7634,0.7559,0.2317,0.3450,0.4813,0.4984,0.7081,0.6406
AdaBoostRegressor,0.1580,0.3144,0.3975,0.5962,0.7736,0.7742,0.2523,0.3736,0.5023,0.4537,0.6743,0.6003
XGBRegressor,0.1714,0.3284,0.4140,0.5621,0.7597,0.7602,0.2233,0.3488,0.4726,0.5165,0.7206,0.7149
ExtraTreesRegressor,0.1461,0.3083,0.3823,0.6267,0.7921,0.7843,0.2161,0.3369,0.4649,0.5320,0.7311,0.6909
LinearRegression,0.1674,0.3291,0.4092,0.5722,0.7596,0.7526,0.2404,0.3548,0.4903,0.4795,0.7068,0.6588
KNeighborsRegressor,0.1937,0.3557,0.4401,0.5050,0.7271,0.7094,0.2927,0.3597,0.5410,0.3664,0.6403,0.5784
SVR,0.1612,0.3147,0.4015,0.5881,0.7693,0.7768,0.2678,0.3675,0.5174,0.4203,0.6562,0.6227
MLPRegressor,1.8982,1.1980,1.3777,-3.8499,0.2582,0.2053,2.2471,1.2312,1.4990,-3.8651,0.1754,-0.0216
