,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1348,0.2953,0.3671,0.6557,0.8100,0.8126,0.2346,0.3393,0.4844,0.4921,0.7048,0.6697
DecisionTreeRegressor,0.2581,0.3836,0.5080,0.3406,0.6639,0.6449,0.2155,0.3204,0.4643,0.5334,0.7338,0.6955
RandomForestRegressor,0.1318,0.2916,0.3630,0.6633,0.8148,0.8005,0.2417,0.3406,0.4917,0.4767,0.6941,0.6454
GradientBoostingRegressor,0.1344,0.2905,0.3666,0.6565,0.8106,0.8037,0.2230,0.3270,0.4722,0.5173,0.7212,0.6696
AdaBoostRegressor,0.1416,0.2971,0.3762,0.6383,0.7990,0.7886,0.2342,0.3507,0.4839,0.4929,0.7029,0.6420
XGBRegressor,0.1650,0.3198,0.4062,0.5785,0.7679,0.7540,0.2402,0.3491,0.4901,0.4800,0.6985,0.6606
ExtraTreesRegressor,0.1227,0.2801,0.3503,0.6865,0.8287,0.8159,0.2233,0.3302,0.4725,0.5166,0.7200,0.6751
LinearRegression,0.2691,0.4250,0.5187,0.3125,0.6642,0.6493,0.3012,0.3796,0.5488,0.3478,0.6416,0.5850
KNeighborsRegressor,0.1773,0.3325,0.4211,0.5470,0.7510,0.7430,0.2586,0.3474,0.5085,0.4402,0.6752,0.6353
SVR,0.1343,0.2931,0.3665,0.6569,0.8105,0.8163,0.2652,0.3671,0.5150,0.4258,0.6612,0.6111
MLPRegressor,1.1597,0.8617,1.0769,-1.9631,0.3671,0.3236,1.2269,0.9245,1.1077,-1.6563,0.1362,-0.0214
