,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1443,0.3025,0.3799,0.6313,0.7952,0.7974,0.2233,0.3392,0.4726,0.5165,0.7209,0.6751
DecisionTreeRegressor,0.3291,0.4314,0.5737,0.1591,0.5935,0.6155,0.2943,0.3994,0.5425,0.3629,0.6350,0.5553
RandomForestRegressor,0.1357,0.2886,0.3684,0.6532,0.8089,0.8018,0.2338,0.3371,0.4835,0.4939,0.7041,0.6511
GradientBoostingRegressor,0.1425,0.2868,0.3775,0.6359,0.7982,0.7942,0.2241,0.3472,0.4734,0.5147,0.7185,0.6702
AdaBoostRegressor,0.1382,0.2988,0.3718,0.6468,0.8049,0.7948,0.2241,0.3441,0.4734,0.5148,0.7187,0.6754
XGBRegressor,0.1679,0.3165,0.4097,0.5711,0.7624,0.7590,0.2360,0.3584,0.4858,0.4890,0.7024,0.6457
ExtraTreesRegressor,0.1253,0.2770,0.3539,0.6799,0.8249,0.8170,0.2162,0.3275,0.4649,0.5320,0.7300,0.6758
LinearRegression,0.6663,0.6331,0.8163,-0.7023,0.5021,0.5043,0.7618,0.5995,0.8728,-0.6493,0.4160,0.4574
KNeighborsRegressor,0.1784,0.3157,0.4224,0.5441,0.7537,0.7611,0.2889,0.3654,0.5375,0.3746,0.6321,0.5829
SVR,0.1372,0.2868,0.3704,0.6495,0.8077,0.8212,0.2326,0.3493,0.4823,0.4965,0.7063,0.6779
MLPRegressor,0.7059,0.6388,0.8402,-0.8036,0.4990,0.4867,0.9026,0.6735,0.9500,-0.9541,0.3270,0.2860
