,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1502,0.3145,0.3876,0.6162,0.7855,0.7881,0.2217,0.3450,0.4708,0.5200,0.7242,0.6887
DecisionTreeRegressor,0.3242,0.4364,0.5694,0.1717,0.6075,0.5824,0.2515,0.3611,0.5015,0.4555,0.6793,0.6252
RandomForestRegressor,0.1323,0.2905,0.3637,0.6620,0.8141,0.8022,0.2342,0.3398,0.4839,0.4929,0.7047,0.6553
GradientBoostingRegressor,0.1443,0.2976,0.3799,0.6312,0.7960,0.7958,0.2140,0.3269,0.4626,0.5367,0.7327,0.6873
AdaBoostRegressor,0.1347,0.2959,0.3670,0.6558,0.8104,0.8001,0.2319,0.3484,0.4816,0.4979,0.7067,0.6525
XGBRegressor,0.1723,0.3238,0.4151,0.5598,0.7585,0.7528,0.2268,0.3389,0.4762,0.5090,0.7145,0.6654
ExtraTreesRegressor,0.1241,0.2771,0.3523,0.6829,0.8270,0.8148,0.2188,0.3296,0.4678,0.5262,0.7263,0.6618
LinearRegression,1.8661,1.0321,1.3661,-3.7679,0.2053,0.2067,1.2081,0.7510,1.0991,-1.6156,0.2803,0.4116
KNeighborsRegressor,0.1757,0.3210,0.4192,0.5510,0.7549,0.7646,0.2835,0.3716,0.5324,0.3863,0.6390,0.6113
SVR,0.1381,0.2911,0.3717,0.6471,0.8047,0.8134,0.2514,0.3664,0.5014,0.4557,0.6821,0.6445
MLPRegressor,0.7759,0.7058,0.8809,-0.9824,0.4643,0.4329,1.0532,0.7889,1.0263,-1.2802,0.1891,0.1363
