,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1568,0.3187,0.3960,0.5994,0.7774,0.7856,0.2369,0.3514,0.4867,0.4871,0.6987,0.6511
DecisionTreeRegressor,0.2872,0.4052,0.5359,0.2662,0.6421,0.6412,0.1942,0.3278,0.4407,0.5796,0.7617,0.7300
RandomForestRegressor,0.1534,0.3128,0.3916,0.6082,0.7807,0.7801,0.2402,0.3563,0.4901,0.4800,0.6939,0.6125
GradientBoostingRegressor,0.1663,0.3192,0.4078,0.5752,0.7639,0.7776,0.2239,0.3509,0.4732,0.5152,0.7178,0.6605
AdaBoostRegressor,0.1601,0.3131,0.4001,0.5910,0.7699,0.7692,0.2580,0.3836,0.5079,0.4414,0.6647,0.5976
XGBRegressor,0.1730,0.3220,0.4160,0.5579,0.7570,0.7638,0.2052,0.3281,0.4530,0.5557,0.7494,0.7136
ExtraTreesRegressor,0.1580,0.3147,0.3975,0.5963,0.7731,0.7785,0.2229,0.3432,0.4721,0.5174,0.7198,0.6674
LinearRegression,0.1591,0.3165,0.3989,0.5934,0.7712,0.7619,0.2623,0.3675,0.5122,0.4320,0.6733,0.5814
KNeighborsRegressor,0.1939,0.3522,0.4404,0.5045,0.7255,0.7168,0.2587,0.3496,0.5086,0.4399,0.6818,0.5916
SVR,0.1746,0.3238,0.4178,0.5540,0.7486,0.7651,0.2980,0.3875,0.5459,0.3548,0.6157,0.5543
MLPRegressor,2.0263,1.2424,1.4235,-4.1773,0.2549,0.1973,2.2710,1.2600,1.5070,-3.9167,0.2664,0.0819
