,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1473,0.2892,0.3838,0.7702,0.8776,0.8684,0.1900,0.3253,0.4359,0.6950,0.8339,0.7942
DecisionTreeRegressor,0.2779,0.3997,0.5271,0.5664,0.7769,0.7622,0.2216,0.3474,0.4707,0.6444,0.8050,0.7714
RandomForestRegressor,0.1419,0.2883,0.3767,0.7785,0.8827,0.8722,0.1910,0.3278,0.4370,0.6935,0.8328,0.7889
GradientBoostingRegressor,0.1452,0.2886,0.3810,0.7735,0.8795,0.8688,0.1882,0.3289,0.4339,0.6979,0.8356,0.7946
AdaBoostRegressor,0.1541,0.3116,0.3926,0.7595,0.8740,0.8621,0.2190,0.3682,0.4680,0.6485,0.8070,0.7575
XGBRegressor,0.1623,0.3088,0.4029,0.7467,0.8645,0.8545,0.1925,0.3308,0.4387,0.6911,0.8314,0.7946
ExtraTreesRegressor,0.1426,0.2864,0.3776,0.7775,0.8821,0.8761,0.1841,0.3230,0.4291,0.7045,0.8395,0.7967
LinearRegression,0.1527,0.3088,0.3908,0.7617,0.8736,0.8707,0.2132,0.3511,0.4617,0.6579,0.8146,0.7873
KNeighborsRegressor,0.1732,0.3120,0.4162,0.7297,0.8567,0.8479,0.1821,0.3148,0.4268,0.7077,0.8436,0.8055
SVR,0.1425,0.2877,0.3775,0.7777,0.8819,0.8779,0.1786,0.3167,0.4226,0.7134,0.8454,0.8125
MLPRegressor,0.4189,0.5091,0.6472,0.3464,0.7129,0.7050,0.4851,0.5243,0.6965,0.2215,0.6584,0.6414
