,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1524,0.2946,0.3904,0.7622,0.8731,0.8659,0.1935,0.3331,0.4399,0.6894,0.8308,0.7859
DecisionTreeRegressor,0.3012,0.4153,0.5489,0.5300,0.7635,0.7544,0.2231,0.3497,0.4723,0.6420,0.8038,0.7572
RandomForestRegressor,0.1452,0.2921,0.3811,0.7734,0.8797,0.8707,0.1955,0.3339,0.4422,0.6862,0.8284,0.7835
GradientBoostingRegressor,0.1523,0.2930,0.3903,0.7623,0.8731,0.8631,0.1978,0.3401,0.4447,0.6826,0.8266,0.7796
AdaBoostRegressor,0.1595,0.3168,0.3993,0.7512,0.8690,0.8553,0.2200,0.3705,0.4691,0.6469,0.8058,0.7523
XGBRegressor,0.1697,0.3091,0.4120,0.7352,0.8584,0.8510,0.1985,0.3396,0.4456,0.6814,0.8258,0.7828
ExtraTreesRegressor,0.1462,0.2913,0.3823,0.7719,0.8787,0.8720,0.1857,0.3257,0.4309,0.7020,0.8379,0.7921
LinearRegression,0.1509,0.3081,0.3884,0.7646,0.8746,0.8700,0.2187,0.3607,0.4676,0.6491,0.8087,0.7755
KNeighborsRegressor,0.1696,0.3104,0.4119,0.7353,0.8593,0.8487,0.1839,0.3273,0.4288,0.7049,0.8413,0.7939
SVR,0.1469,0.2908,0.3833,0.7708,0.8781,0.8725,0.1841,0.3261,0.4290,0.7046,0.8406,0.8029
MLPRegressor,0.4260,0.5106,0.6527,0.3353,0.7048,0.6981,0.4631,0.5128,0.6805,0.2569,0.6518,0.6414
