,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1933,0.3726,0.4396,0.5062,0.7136,0.6883,0.2915,0.4144,0.5399,0.3689,0.6076,0.5769
DecisionTreeRegressor,0.3812,0.4581,0.6174,0.0260,0.5100,0.4940,0.4360,0.5241,0.6603,0.0560,0.3700,0.4083
RandomForestRegressor,0.2250,0.3981,0.4743,0.4251,0.6593,0.6167,0.2790,0.4276,0.5282,0.3960,0.6402,0.5916
GradientBoostingRegressor,0.1770,0.3425,0.4207,0.5479,0.7414,0.7199,0.2747,0.4025,0.5241,0.4052,0.6368,0.5937
AdaBoostRegressor,0.2120,0.3880,0.4604,0.4584,0.6867,0.6618,0.3113,0.4386,0.5579,0.3261,0.5715,0.5505
XGBRegressor,0.2459,0.4019,0.4959,0.3718,0.6245,0.5965,0.3040,0.4361,0.5514,0.3418,0.5848,0.5354
ExtraTreesRegressor,0.1803,0.3501,0.4246,0.5394,0.7453,0.7287,0.2567,0.4103,0.5066,0.4443,0.6773,0.6330
LinearRegression,0.9838,0.7818,0.9919,-1.5136,0.2820,0.2436,0.6006,0.5956,0.7750,-0.3002,0.4048,0.4351
KNeighborsRegressor,0.2296,0.3893,0.4792,0.4133,0.6495,0.6371,0.3670,0.4670,0.6058,0.2054,0.4920,0.4937
SVR,0.2074,0.3704,0.4554,0.4701,0.6908,0.6700,0.2851,0.4288,0.5339,0.3828,0.6382,0.5956
MLPRegressor,1.3349,0.8968,1.1554,-2.4108,0.2557,0.2434,1.7435,0.9626,1.3204,-2.7746,0.1053,0.1580
