,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3059,0.4069,0.5531,0.5087,0.7151,0.6911,0.2928,0.3961,0.5411,0.5395,0.7395,0.7243
DecisionTreeRegressor,0.6645,0.5783,0.8152,-0.0673,0.4829,0.4878,0.3814,0.4454,0.6176,0.4001,0.6426,0.6239
RandomForestRegressor,0.3141,0.4122,0.5605,0.4955,0.7070,0.6876,0.3047,0.4037,0.5520,0.5207,0.7274,0.7218
GradientBoostingRegressor,0.3351,0.4251,0.5789,0.4618,0.6825,0.6625,0.3315,0.4199,0.5757,0.4786,0.6973,0.6868
AdaBoostRegressor,0.4930,0.5681,0.7022,0.2081,0.5275,0.5077,0.4669,0.5561,0.6833,0.2657,0.5843,0.5601
XGBRegressor,0.3369,0.4287,0.5804,0.4589,0.6810,0.6537,0.2947,0.3962,0.5428,0.5365,0.7332,0.7125
ExtraTreesRegressor,0.3028,0.4063,0.5502,0.5137,0.7220,0.7036,0.2938,0.3987,0.5420,0.5379,0.7412,0.7244
LinearRegression,0.4019,0.4666,0.6340,0.3545,0.6051,0.6125,0.3945,0.4567,0.6281,0.3795,0.6199,0.6363
KNeighborsRegressor,0.4552,0.4871,0.6747,0.2689,0.5530,0.5364,0.4153,0.4641,0.6445,0.3467,0.5963,0.5897
SVR,0.3837,0.4309,0.6194,0.3838,0.6280,0.6400,0.3972,0.4314,0.6302,0.3753,0.6243,0.6474
MLPRegressor,0.4473,0.5014,0.6688,0.2816,0.5910,0.5703,0.4252,0.4608,0.6521,0.3312,0.6069,0.6338
