,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2035,0.3322,0.4512,0.6731,0.8208,0.7880,0.2067,0.3275,0.4547,0.6748,0.8223,0.8024
DecisionTreeRegressor,0.2969,0.3825,0.5449,0.5231,0.7420,0.7207,0.2331,0.3451,0.4828,0.6334,0.7967,0.7757
RandomForestRegressor,0.2144,0.3424,0.4631,0.6556,0.8098,0.7771,0.2199,0.3389,0.4689,0.6542,0.8092,0.7889
GradientBoostingRegressor,0.2192,0.3485,0.4682,0.6479,0.8074,0.7677,0.2209,0.3438,0.4700,0.6525,0.8115,0.7822
AdaBoostRegressor,0.3758,0.4938,0.6130,0.3965,0.6651,0.6201,0.3643,0.4819,0.6036,0.4270,0.6902,0.6734
XGBRegressor,0.2158,0.3413,0.4646,0.6534,0.8089,0.7763,0.2110,0.3290,0.4593,0.6681,0.8176,0.7959
ExtraTreesRegressor,0.2087,0.3381,0.4568,0.6648,0.8154,0.7838,0.2181,0.3359,0.4670,0.6569,0.8107,0.7898
LinearRegression,1.1639,0.6263,1.0789,-0.8695,0.4285,0.5712,0.5250,0.4697,0.7245,0.1743,0.6071,0.6696
KNeighborsRegressor,0.2728,0.3812,0.5223,0.5619,0.7561,0.7210,0.2708,0.3761,0.5204,0.5740,0.7610,0.7465
SVR,0.2226,0.3385,0.4718,0.6425,0.8048,0.7764,0.2331,0.3444,0.4828,0.6334,0.8001,0.7791
MLPRegressor,0.3605,0.4441,0.6004,0.4209,0.7048,0.6788,0.2444,0.3526,0.4944,0.6156,0.7878,0.7778
